arrival_to_far_corner_m,area_m2,address_rows,unit_rows,distinct_house_numbers,street,example_address,example_address_last,arrival_lat,arrival_lng,site_centre_lat,site_centre_lng
139.8,5485,1,0,1,Pipeline,1523 Pipeline Rd,1523 Pipeline Rd,49.306964,-122.773825,49.307166,-122.772948
139.6,13708,40,36,4,Mariner,2960 Mariner Way,2990 Mariner Way 9,49.266089,-122.814215,49.266036,-122.814813
139.6,7823,381,379,2,Austin,585 Austin Ave,595 Austin Ave 908,49.249062,-122.886074,49.249649,-122.886596
139.5,5353,1,0,1,McCoomb,2862 McCoomb Dr Park,2862 McCoomb Dr Park,49.282127,-122.804554,49.281525,-122.804443
139.5,5410,4,3,1,Fawcett,98 Fawcett Rd,98 Fawcett Rd 200,49.228505,-122.834235,49.228412,-122.835251
139.4,7716,3,2,1,Brigantine,1900 Brigantine Dr,1900 Brigantine Dr B,49.224583,-122.841530,49.223980,-122.841172
139.2,9510,259,248,11,Delestre,326 Loring St,583 Delestre Ave,49.241905,-122.888228,49.242217,-122.889075
139.0,7336,1,0,1,Glenbrook,1370 Glenbrook St,1370 Glenbrook St,49.296596,-122.759875,49.296377,-122.760719
138.9,6234,55,54,1,Dufferin,1155 Dufferin St,1155 Dufferin St 318,49.280993,-122.804006,49.281296,-122.803452
138.8,825,1,1,1,Rochester,725 Rochester Ave 4,725 Rochester Ave 4,49.245405,-122.880811,49.246360,-122.880917
138.5,805,1,1,1,Rochester,725 Rochester Ave 5,725 Rochester Ave 5,49.245403,-122.880611,49.246437,-122.880722
138.2,8360,6,5,1,Glacier,85 Glacier St,85 Glacier St 6,49.231813,-122.817561,49.231430,-122.816733
138.1,8093,2,1,1,North Bend,85 North Bend St,85 North Bend St B,49.231834,-122.820831,49.231473,-122.819977
137.8,6615,1,0,1,Como Lake,948 Como Lake Ave,948 Como Lake Ave,49.263558,-122.868957,49.263218,-122.869464
137.8,8635,1,0,1,Lansdowne,1460 Lansdowne Dr,1460 Lansdowne Dr,49.294222,-122.813401,49.294140,-122.814337
137.7,5128,16,15,1,Barnet,2710 Barnet Hwy,2710 Barnet Hwy 97,49.277826,-122.812003,49.277178,-122.811711
137.6,4762,68,66,2,King Albert,1134 King Albert Ave,1214 King Albert Ave 323,49.251421,-122.858055,49.251157,-122.858948
137.5,2180,3,2,1,Hart,232 Hart St,232 Hart St B,49.236475,-122.879805,49.236216,-122.880893
137.5,10017,2,1,1,United,1400 United Blvd,1400 United Blvd 1,49.228981,-122.848882,49.228430,-122.849543
137.4,6972,1,0,1,Brigantine,1500 Brigantine Dr,1500 Brigantine Dr,49.225218,-122.847833,49.224577,-122.847557
137.2,8046,1,0,1,Brownlee,3599 Brownlee Ave,3599 Brownlee Ave,49.297382,-122.732807,49.297860,-122.732370
137.2,3126,1,0,1,Riverbend,3004 Riverbend Dr,3004 Riverbend Dr,49.262085,-122.791270,49.261678,-122.791054
137.1,3550,1,0,1,Regan,1205 Regan Ave,1205 Regan Ave,49.261652,-122.857572,49.262161,-122.858564
137.0,3558,1,0,1,Regan,1175 Regan Ave,1175 Regan Ave,49.261665,-122.860084,49.262164,-122.859094
137.0,5672,1,0,1,Pipeline,1535 Pipeline Rd,1535 Pipeline Rd,49.307955,-122.773560,49.308189,-122.772625
136.7,6714,32,31,1,Southview,1480 Southview St,1480 Southview St 131,49.304293,-122.753801,49.304360,-122.754791
136.7,4623,1,0,1,Cedar,4110 Cedar Dr,4110 Cedar Dr,49.285834,-122.733512,49.286509,-122.732523
136.7,304,1,1,1,Glen,2865 Glen Dr 75,2865 Glen Dr 75,49.282744,-122.802837,49.283895,-122.803013
136.5,8037,2,0,2,Leeder,45 Leeder St,47 Leeder St,49.226611,-122.829947,49.226248,-122.829119
136.5,4593,1,0,1,Harbour,1869 Harbour Dr,1869 Harbour Dr,49.271509,-122.842312,49.272041,-122.842179
136.4,14204,1,0,1,Riley,1315 Riley St,1315 Riley St,49.293275,-122.744323,49.293091,-122.743802
136.3,300,1,1,1,Glen,2865 Glen Dr 11,2865 Glen Dr 11,49.282750,-122.804078,49.283871,-122.804076
136.3,3542,1,0,1,Wellington,3295 Wellington Crt,3295 Wellington Crt,49.288393,-122.760945,49.288597,-122.759710
136.3,14101,189,187,2,Princess,2985 Princess Cres,2995 Princess Cres 430,49.285988,-122.795728,49.286531,-122.795624
136.2,7492,62,60,2,Whiting,515 Whiting Way,523 Whiting Way 310,49.249619,-122.891766,49.249931,-122.890948
136.2,10795,1,0,1,Brigantine,1655 Brigantine Dr,1655 Brigantine Dr,49.224793,-122.844031,49.225297,-122.844398
136.1,9157,149,148,1,Eastwood,1199 Eastwood St,1199 Eastwood St 907,49.283581,-122.787962,49.283961,-122.787158
136.0,295,1,1,1,Glen,2865 Glen Dr 54,2865 Glen Dr 54,49.282748,-122.803443,49.283835,-122.803428
135.9,8106,1,0,1,Mason,3371 Mason Ave,3371 Mason Ave,49.289290,-122.756146,49.289725,-122.756862
135.8,7447,1,0,1,Darwin,3362 Darwin Ave,3362 Darwin Ave,49.287565,-122.758564,49.286992,-122.758242
135.8,8961,1,0,0,Glenbrook,Glenbrook St,Glenbrook St,49.294985,-122.759874,49.294877,-122.760929
135.6,7723,9,8,1,North Bend,86 North Bend St,86 North Bend St 108,49.231215,-122.820821,49.231487,-122.821666
135.5,5584,17,16,1,Lansdowne,1135 Lansdowne Dr,1135 Lansdowne Dr 9,49.279574,-122.808345,49.279265,-122.807476
135.5,4595,1,0,1,Martin,1504 Martin St,1504 Martin St,49.306073,-122.761307,49.306226,-122.760322
135.3,4079,1,0,1,Oxford,1200 Oxford St,1200 Oxford St,49.286767,-122.767112,49.286414,-122.767510
135.1,3626,1,0,1,Young,528 Young Dr,528 Young Dr,49.243126,-122.891178,49.242863,-122.889876
135.1,7427,560,549,11,Alderson,308 Alderson Ave,512 Young Dr,49.242490,-122.892619,49.242413,-122.891735
135.0,5795,72,71,1,Schoolhouse,301 Schoolhouse St,301 Schoolhouse St 324,49.241287,-122.852448,49.240941,-122.851766
135.0,5401,1,0,1,Fleming,2945 Fleming Ave,2945 Fleming Ave,49.271775,-122.797575,49.272260,-122.797942
135.0,3744,3,2,1,Barnet,2714 Barnet Hwy,2714 Barnet Hwy 104,49.277824,-122.811397,49.277172,-122.811187
135.0,4073,1,0,1,Hazel,3295 Hazel Ave,3295 Hazel Ave,49.307344,-122.762700,49.307260,-122.763825
134.9,8350,1,0,1,Pollard,1374 Pollard St,1374 Pollard St,49.295708,-122.725484,49.296128,-122.726185
134.9,3620,7,6,1,Barnet,2724 Barnet Hwy,2724 Barnet Hwy 201,49.277819,-122.810951,49.277167,-122.810755
134.8,9382,1,0,1,Princeton,3484 Princeton Ave,3484 Princeton Ave,49.298008,-122.745803,49.298566,-122.745640
134.7,8872,3,2,1,United,1450 United Blvd,1450 United Blvd 102,49.228890,-122.848196,49.228304,-122.847974
134.7,4299,1,0,1,Wellington,3294 Wellington Crt,3294 Wellington Crt,49.288393,-122.760945,49.288204,-122.759823
134.4,6245,1,0,1,Foster,1411 Foster Ave,1411 Foster Ave,49.256145,-122.854329,49.256617,-122.854688
134.3,6064,14,13,1,Westwood,970 Westwood St,970 Westwood St 9,49.268145,-122.790651,49.268405,-122.791301
134.3,7985,11,8,4,Ketch,1312 Ketch Crt,1324 Ketch Crt 201,49.227646,-122.854416,49.227052,-122.853903
134.1,7086,66,61,5,Brunette,918 Roderick Ave,933 Brunette Ave,49.236787,-122.871715,49.237288,-122.871168
134.0,4739,9,8,1,Barnet,2700 Barnet Hwy,2700 Barnet Hwy 202,49.277826,-122.812003,49.277190,-122.812299
133.8,4077,14,13,1,Gordon,3001 Gordon Ave,3001 Gordon Ave 216,49.270989,-122.792809,49.271675,-122.792909
133.6,9096,75,75,1,Begin,99 Begin St 101,99 Begin St 325,49.238281,-122.859801,49.238151,-122.859004
133.3,8483,1,0,1,Gatensbury,680 Gatensbury St,680 Gatensbury St,49.258409,-122.856558,49.258046,-122.857192
133.3,7946,15,3,12,Canoe,2401 Canoe Ave,2431 Canoe Ave,49.229737,-122.822371,49.230183,-122.823048
133.2,4027,1,0,1,Harper,3631 Harper Rd,3631 Harper Rd,49.301472,-122.731549,49.301871,-122.731750
133.1,8737,1,0,1,United,1750 United Blvd,1750 United Blvd,49.228320,-122.842869,49.227826,-122.843388
132.8,7239,274,271,3,Atlantic,1153 The High St,2985 Northern Ave 113,49.280782,-122.796098,49.281509,-122.795539
132.7,6778,93,86,7,Brunette,1111 Brunette Ave,210 Therrien St 20,49.238921,-122.862271,49.239460,-122.861601
132.7,1189,1,0,1,Pasture,2948 Pasture Cir,2948 Pasture Cir,49.263013,-122.802595,49.262624,-122.803862
132.6,7134,66,64,2,Burlington,2963 Burlington Dr,2973 Burlington Dr 408,49.284278,-122.796016,49.284666,-122.796708
132.6,4246,3,2,1,Austin,948 Austin Ave,948 Austin Ave 102,49.248952,-122.867781,49.248698,-122.868540
132.5,4897,1,0,1,Pipeline,1527 Pipeline Rd,1527 Pipeline Rd,49.307550,-122.773666,49.307729,-122.772722
132.5,5331,1,0,1,Northern,2991 Northern Ave,2991 Northern Ave,49.280780,-122.794520,49.281326,-122.794772
132.4,4001,1,0,1,Hockaday,1387 Hockaday St,1387 Hockaday St,49.297879,-122.772704,49.297719,-122.771743
132.1,8265,1,0,1,United,1881 United Blvd,1881 United Blvd,49.228305,-122.841629,49.228817,-122.842130
132.0,5650,1,0,1,Smith,622 Smith Ave,622 Smith Ave,49.260202,-122.883060,49.259831,-122.883820
131.8,9513,1,0,1,Cedar,4265 Cedar Dr,4265 Cedar Dr,49.292932,-122.718896,49.293293,-122.718571
131.7,4827,1,0,1,Custer,1975 Custer Crt,1975 Custer Crt,49.264075,-122.838282,49.264762,-122.837715
131.7,7913,1,0,1,Leeder,51 Leeder St,51 Leeder St,49.226611,-122.829947,49.226952,-122.829133
131.6,13209,400,397,4,Anskar,702 Clarke Rd,741 Anskar Crt 619,49.266549,-122.882536,49.266978,-122.882271
131.5,7501,23,22,1,Johnson,1232 Johnson St,1232 Johnson St 122,49.287407,-122.801642,49.286658,-122.802169
131.3,3960,1,0,1,Glen,2874 Glen Dr,2874 Glen Dr,49.282747,-122.803322,49.282132,-122.803152
130.9,7346,1,0,1,Como Lake,605 Como Lake Ave,605 Como Lake Ave,49.263269,-122.886823,49.263750,-122.886369
130.9,7303,3,2,1,Brigantine,1800 Brigantine Dr,1800 Brigantine Dr 200,49.224583,-122.841530,49.224101,-122.842142
130.7,2984,1,0,1,Moray,1024 Moray St,1024 Moray St,49.271464,-122.834932,49.271529,-122.835890
130.7,14243,44,43,1,Runnel,2561 Runnel Dr,2561 Runnel Dr 9,49.278870,-122.820057,49.279275,-122.820120
130.7,6795,5,4,1,Brigantine,1580 Brigantine Dr,1580 Brigantine Dr 210,49.225074,-122.846398,49.224440,-122.846174
130.5,330,1,1,1,Glen,2865 Glen Dr 10,2865 Glen Dr 10,49.282750,-122.804178,49.283803,-122.804174
130.3,5988,167,163,4,Glen,1200 Glen Pine Crt,2979 Glen Dr PH2,49.282699,-122.795907,49.283125,-122.794902
130.1,2668,1,0,1,Shaughnessy,1351 Shaughnessy St,1351 Shaughnessy St,49.295108,-122.770972,49.294925,-122.770175
129.9,5502,1,0,1,Pelcher,3335 Pelcher Crt,3335 Pelcher Crt,49.297547,-122.774130,49.297878,-122.774265
129.9,8089,1,0,1,Sheffield,3510 Sheffield Ave,3510 Sheffield Ave,49.297960,-122.741886,49.297664,-122.742712
129.9,7344,1,0,1,Dollar,1320 Dollar Cres,1320 Dollar Cres,49.291549,-122.736718,49.292068,-122.736765
129.9,7378,17,15,2,Glacier,120 Glacier St,130 Glacier St 7,49.234404,-122.817596,49.233831,-122.818202
129.5,3193,1,0,1,Dayton,1525 Dayton St,1525 Dayton St,49.305693,-122.752143,49.306217,-122.751594
129.5,4412,62,60,2,Howie,1103 Howie Ave,1121 Howie Ave 310,49.250538,-122.860387,49.250791,-122.861212
129.0,1082,1,0,1,Marguerite,1480 Marguerite St,1480 Marguerite St,49.304689,-122.760211,49.305456,-122.761057
128.8,466,1,0,1,Smith,504 Smith Ave,504 Smith Ave,49.260343,-122.891443,49.259821,-122.891926
128.8,8290,24,23,1,Austin,2590 Austin Ave,2590 Austin Ave 9,49.249083,-122.821050,49.248593,-122.821705
128.8,4415,56,54,2,Howie,1114 Howie Ave,1132 Howie Ave 319,49.250526,-122.859552,49.250274,-122.860380
128.7,4800,1,0,1,Gatensbury,986 Gatensbury St,986 Gatensbury St,49.269813,-122.857463,49.270360,-122.857938
128.7,7354,33,31,2,Glen,2918 Glen Dr,2922 Glen Dr 212,49.282729,-122.800172,49.282233,-122.799565
128.6,4646,198,197,1,The High,1155 The High St,1155 The High St 909,49.281759,-122.796098,49.281913,-122.795259
128.4,5408,59,55,4,Brunette,1408 Cartier Ave,253 Casey St 226,49.240507,-122.854866,49.240823,-122.853967
128.4,4537,1,0,1,Brigantine,1550 Brigantine Dr,1550 Brigantine Dr,49.225135,-122.847001,49.224460,-122.846862
128.3,8526,4,3,1,United,1338 United Blvd,1338 United Blvd 104,49.229564,-122.854557,49.228966,-122.854502
128.2,374,1,0,0,Westwood,Westwood St,Westwood St,49.283462,-122.790464,49.283323,-122.792090
128.1,5132,1,0,1,Gilleys,1371 Gilleys Trail,1371 Gilleys Trail,49.296111,-122.717039,49.296150,-122.716210
128.0,9928,149,147,2,Princess,2960 Princess Cres,2975 Princess Cres 416,49.286088,-122.796752,49.286064,-122.797234
127.9,7701,1,0,1,Marigold,1350 Marigold St,1350 Marigold St,49.293933,-122.728241,49.293552,-122.728951
127.9,7998,1,0,1,Victoria,3580 Victoria Dr,3580 Victoria Dr,49.288208,-122.733749,49.287693,-122.733183
127.1,313,1,1,1,Glen,2865 Glen Dr 55,2865 Glen Dr 55,49.282748,-122.803545,49.283762,-122.803535
127.1,4411,1,0,1,Cedar,4225 Cedar Dr,4225 Cedar Dr,49.291182,-122.721126,49.291550,-122.722331
127.0,1783,1,0,1,Mariner,2961 Mariner Way,2961 Mariner Way,49.266181,-122.814180,49.265631,-122.814129
126.8,4055,1,0,1,Glenbrook,1379 Glenbrook St,1379 Glenbrook St,49.297391,-122.760346,49.297554,-122.759429
126.7,5357,116,115,1,Westview,460 Westview St,460 Westview St P7,49.248932,-122.889655,49.248557,-122.890183
126.6,8670,3,2,1,Brigantine,88 Brigantine Dr,88 Brigantine Dr 200,49.227057,-122.849021,49.227323,-122.849820
126.5,5751,55,54,1,Bromley,450 Bromley St,450 Bromley St 412,49.247909,-122.818832,49.248206,-122.819530
126.3,5042,80,79,1,Langside,618 Langside Ave,618 Langside Ave 410,49.261240,-122.884926,49.260960,-122.885717
126.2,7743,1,0,1,The High,1150 The High St,1150 The High St,49.281755,-122.796098,49.281282,-122.796554
126.2,4905,1,0,1,Coast Meridian,1369 Coast Meridian Rd,1369 Coast Meridian Rd,49.296622,-122.755951,49.296354,-122.755029
126.0,2188,1,0,1,MacIntosh,1000 MacIntosh St,1000 MacIntosh St,49.269561,-122.865773,49.270286,-122.866384
125.7,1111,1,0,1,Pasture,2950 Pasture Cir,2950 Pasture Cir,49.262381,-122.802532,49.262365,-122.803995
125.7,3426,10,8,2,Aberdeen,2792 Barnet Hwy,2794 Aberdeen Ave 8,49.277079,-122.804934,49.276419,-122.804703
125.6,13040,124,123,1,Dufferin,1131 Dufferin St,1131 Dufferin St 218C,49.279068,-122.804028,49.278499,-122.803577
125.5,12047,1,0,1,King Edward,14 King Edward St,14 King Edward St,49.229810,-122.861587,49.230000,-122.862412
125.5,8094,11,9,2,Glacier,135 Glacier St,137 Glacier St 202,49.234752,-122.817568,49.234418,-122.816882
125.2,3339,1,0,1,Porter,1005 Porter St,1005 Porter St,49.269762,-122.863001,49.270216,-122.862188
125.1,6199,53,52,1,Foster,606 Foster Ave,606 Foster Ave 809,49.256754,-122.885649,49.256361,-122.884963
125.1,735,1,0,1,Guildford,2963 Guildford Way,2963 Guildford Way,49.285339,-122.798191,49.285911,-122.797611
125.0,2613,1,0,0,Galette,Galette Ave,Galette Ave,49.303853,-122.772496,49.304428,-122.772691
124.8,7125,35,34,1,Galloway,3431 Galloway Ave,3431 Galloway Ave 9,49.294878,-122.750257,49.295293,-122.749671
124.8,8492,1,0,1,Lougheed,1388 Lougheed Hwy,1388 Lougheed Hwy,49.232691,-122.853335,49.232369,-122.854067
124.6,6989,1,0,1,Brigantine,1555 Brigantine Dr,1555 Brigantine Dr,49.225074,-122.846398,49.225544,-122.845653
124.5,2877,1,0,1,Crouch,3639 Crouch Ave,3639 Crouch Ave,49.296647,-122.728239,49.297182,-122.728385
124.3,5401,38,37,1,Clarke,736 Clarke Rd,736 Clarke Rd 9,49.268227,-122.881689,49.267653,-122.881191
124.2,4920,37,36,1,Dufferin,1132 Dufferin St,1132 Dufferin St 312,49.279181,-122.804029,49.279005,-122.804898
124.0,6408,1,0,1,Highland,3527 Highland Dr,3527 Highland Dr,49.301122,-122.745634,49.301634,-122.745181
123.9,5767,64,63,1,Pipeline,1205 Pipeline Rd,1205 Pipeline Rd B,49.285152,-122.785011,49.284635,-122.784615
123.8,6178,21,20,1,Falcon,1176 Falcon Dr,1176 Falcon Dr 506,49.282404,-122.819495,49.282470,-122.820370
123.8,8519,1,0,1,United,2350 United Blvd,2350 United Blvd,49.226799,-122.826228,49.226319,-122.826777
123.7,5384,1,0,1,Northview,805 Northview Pl,805 Northview Pl,49.264088,-122.837341,49.264397,-122.836993
123.6,10781,2,0,2,Glacier,61 Glacier St,63 Glacier St,49.228748,-122.817432,49.229053,-122.816641
123.5,4120,1,0,1,Hockaday,1392 Hockaday St,1392 Hockaday St,49.298077,-122.772696,49.298266,-122.773482
123.4,6718,25,24,1,Lasalle,1235 Lasalle Pl,1235 Lasalle Pl 74,49.286329,-122.799249,49.286561,-122.798631
123.3,4990,1,0,1,Pipeline,1511 Pipeline Rd,1511 Pipeline Rd,49.306432,-122.773964,49.306682,-122.773186
123.3,13957,17,16,1,Schoolhouse,228 Schoolhouse St,228 Schoolhouse St 9,49.237135,-122.852515,49.236749,-122.853178
123.2,2941,1,0,1,Galette,3248 Galette Ave,3248 Galette Ave,49.303722,-122.771162,49.303475,-122.770075
123.0,8115,1,0,1,Lougheed,566 Lougheed Hwy,566 Lougheed Hwy,49.243617,-122.888647,49.242912,-122.888743
123.0,4082,1,0,1,Creekstone,1277 Creekstone Terr,1277 Creekstone Terr,49.290688,-122.759299,49.290847,-122.758457
122.8,4130,1,0,1,Glenbrook,1374 Glenbrook St,1374 Glenbrook St,49.296596,-122.759875,49.296778,-122.760754
122.8,1900,1,0,1,Galette,3252 Galette Ave,3252 Galette Ave,49.303722,-122.771162,49.303593,-122.769924
122.8,655,1,0,0,Dewdney Trunk,Dewdney Trunk Rd,Dewdney Trunk Rd,49.275489,-122.810655,49.274544,-122.811024
122.7,431,1,1,1,Glen,2865 Glen Dr 9,2865 Glen Dr 9,49.282751,-122.804310,49.283710,-122.804275
122.6,7196,1,0,1,Woolridge,1085 Woolridge St,1085 Woolridge St,49.233023,-122.864291,49.233382,-122.863628
122.6,443,1,1,1,Glen,2865 Glen Dr 74,2865 Glen Dr 74,49.282745,-122.803034,49.283744,-122.803045
122.5,2920,1,1,1,Austin,1322 Austin Ave A,1322 Austin Ave A,49.248973,-122.856674,49.248548,-122.856569
122.5,4050,1,0,1,Fortune,3295 Fortune Lane,3295 Fortune Lane,49.287524,-122.760764,49.287750,-122.759790
122.5,735,1,1,1,Rochester,725 Rochester Ave 3,725 Rochester Ave 3,49.245409,-122.881200,49.246408,-122.881142
122.4,10552,37,36,1,Lansdowne,1170 Lansdowne Dr,1170 Lansdowne Dr 9,49.281986,-122.808336,49.282026,-122.809130
122.4,9411,2,0,2,Barnet,2534 Barnet Hwy,2538 Barnet Hwy,49.277756,-122.823207,49.277273,-122.822906
122.0,6391,1,0,1,Runnel,2585 Runnel Dr,2585 Runnel Dr,49.278852,-122.816531,49.279161,-122.816838
121.8,6996,136,135,1,Pipeline,1196 Pipeline Rd,1196 Pipeline Rd 908,49.284476,-122.785308,49.283961,-122.786129
121.5,4795,1,0,1,Glenbrook,1320 Glenbrook St,1320 Glenbrook St,49.293969,-122.759893,49.294083,-122.760757
121.5,4075,1,0,1,Cedar,4243 Cedar Dr,4243 Cedar Dr,49.292274,-122.720029,49.292194,-122.720980
121.5,2364,1,0,1,Myrnam,241 Myrnam St,241 Myrnam St,49.237376,-122.849181,49.237633,-122.848072
121.4,5048,1,0,1,Shawna,2420 Shawna Way,2420 Shawna Way,49.245197,-122.826555,49.245275,-122.826121
121.3,7552,41,40,1,Laval,100 Laval St,100 Laval St 180,49.239011,-122.857352,49.239137,-122.858179
121.3,5315,56,54,2,Pipeline,1167 Pipeline Rd,1171 Pipeline Rd 311,49.282508,-122.786266,49.281963,-122.785937
121.2,9022,17,16,1,Johnson,1175 Johnson St,1175 Johnson St 390,49.282300,-122.801713,49.282085,-122.800854
121.1,4546,1,0,1,Kingston,1375 Kingston St,1375 Kingston St,49.296687,-122.747624,49.296821,-122.746738
120.9,4075,1,0,1,Hollybrook,1272 Hollybrook St,1272 Hollybrook St,49.290356,-122.757651,49.290143,-122.758465
120.9,4837,1,0,1,Kingston,1391 Kingston St,1391 Kingston St,49.297442,-122.747618,49.297632,-122.746743
120.9,5612,23,22,1,Fawcett,62 Fawcett Rd,62 Fawcett Rd 9,49.227066,-122.834217,49.226813,-122.835004
120.9,4188,1,0,1,Kingston,1385 Kingston St,1385 Kingston St,49.297442,-122.747618,49.297262,-122.746768
120.7,6322,1,0,1,Burke Mountain,1239 Burke Mountain St,1239 Burke Mountain St,49.287116,-122.744864,49.287093,-122.743639
120.7,6870,1,0,1,Lillian,990 Lillian St,990 Lillian St,49.270048,-122.860213,49.270212,-122.860943
120.7,4105,1,0,1,Coy,3290 Coy Ave,3290 Coy Ave,49.305703,-122.763241,49.305822,-122.764206
120.6,8108,25,24,1,Falcon,1180 Falcon Dr,1180 Falcon Dr 704,49.283057,-122.819558,49.283149,-122.820381
120.6,9099,76,75,1,Laval,98 Laval St,98 Laval St 325,49.238835,-122.857349,49.238445,-122.857658
120.6,4070,1,0,1,Hollybrook,1266 Hollybrook St,1266 Hollybrook St,49.289705,-122.757661,49.289839,-122.758468
120.5,7046,1,0,1,David,3387 David Ave,3387 David Ave,49.292939,-122.755247,49.293367,-122.755191
120.5,5332,447,443,3,Clarke,510 Clarke Rd,Rd,49.259559,-122.892442,49.259795,-122.891381
120.3,5445,3,2,1,Glacier,125 Glacier St,125 Glacier St B,49.234029,-122.817627,49.233723,-122.816883
120.1,6538,2,1,1,Shuswap,2601 Shuswap Ave,2601 Shuswap Ave 101,49.230587,-122.817636,49.231084,-122.818135
119.8,7722,9,8,1,North Bend,84 North Bend St,84 North Bend St 108,49.230902,-122.820817,49.230884,-122.821657
119.7,1367,1,0,1,Glenbrook,1324 Glenbrook St,1324 Glenbrook St,49.294327,-122.759890,49.294281,-122.761025
119.7,6327,1,0,1,Woolridge,110 Woolridge St,110 Woolridge St,49.235380,-122.868690,49.235103,-122.869387
119.6,3597,1,0,1,Porter,1000 Porter St,1000 Porter St,49.269762,-122.863001,49.270219,-122.863708
119.5,7664,1,0,1,Robinson,720 Robinson St,720 Robinson St,49.261539,-122.879934,49.261041,-122.880578
119.5,12499,645,640,9,Atlantic,1158 The High St 100,2978 Glen Dr 907,49.281771,-122.797072,49.282368,-122.796947
119.4,4548,1,0,1,Victoria,3675 Victoria Dr,3675 Victoria Dr,49.294198,-122.722966,49.294770,-122.722925
119.4,6839,1,0,1,Coronation,1125 Coronation Cres,1125 Coronation Cres,49.278604,-122.821768,49.279072,-122.821696
119.4,5594,1,0,1,Queenston,3415 Queenston Ave,3415 Queenston Ave,49.297559,-122.753119,49.298026,-122.753773
119.3,5295,1,0,1,Ozada,3129 Ozada Ave,3129 Ozada Ave,49.285763,-122.784310,49.286231,-122.783850
119.2,3747,12,11,1,Norman,2900 Norman Ave,2900 Norman Ave 93,49.270987,-122.801268,49.270776,-122.800420
119.1,6729,280,279,3,Atlantic,1169 Pacific St 110,2955 Atlantic Ave 909,49.281778,-122.798846,49.282222,-122.798332
119.0,5485,1,0,1,Inlet,1184 Inlet St,1184 Inlet St,49.285040,-122.783201,49.284639,-122.783765
118.9,3910,1,0,1,Fresno,968 Fresno Pl,968 Fresno Pl,49.271059,-122.839208,49.271631,-122.839491
118.9,8839,1,0,1,Dollar,1315 Dollar Cres,1315 Dollar Cres,49.291740,-122.736445,49.291704,-122.735957
118.8,5018,80,77,3,Glen,1161 The High St,2988 Glen Dr,49.282135,-122.796096,49.282453,-122.795520
118.8,6743,1,0,1,El Camino,1401 El Camino Pl,1401 El Camino Pl,49.296211,-122.776655,49.295681,-122.776778
118.8,7181,1,0,1,Hartley,1450 Hartley Ave,1450 Hartley Ave,49.227024,-122.848677,49.226513,-122.848401
118.8,6085,1,0,1,Fawcett,78 Fawcett Rd,78 Fawcett Rd,49.228185,-122.834245,49.227873,-122.834965
118.5,5211,1,0,1,Highland,3530 Highland Dr,3530 Highland Dr,49.301136,-122.745751,49.300608,-122.745216
118.5,2466,1,0,1,Bramble,1598 Bramble Lane,1598 Bramble Lane,49.303287,-122.812979,49.303592,-122.812945
118.3,2439,1,0,1,David,3339 David Ave,3339 David Ave,49.292947,-122.760597,49.293529,-122.760782
118.3,5846,43,42,1,Foster,528 Foster Ave,528 Foster Ave 142,49.256788,-122.889668,49.256296,-122.890283
118.3,3576,2,0,2,Austin,465 North Rd,500 Austin Ave,49.248454,-122.892756,49.248730,-122.892298
118.1,7391,32,31,1,Burke Mountain,1219 Burke Mountain St,1219 Burke Mountain St 9,49.286655,-122.744848,49.286390,-122.744252
118.0,3939,64,62,2,King Albert,1010 King Albert Ave,1020 King Albert Ave 314,49.251483,-122.867207,49.251223,-122.866468
117.9,8513,1,0,1,Victoria,3620 Victoria Dr,3620 Victoria Dr,49.291063,-122.728831,49.290604,-122.728283
117.9,6490,125,123,2,Farrow,728 Farrow St,738 Farrow St 905,49.261739,-122.891909,49.262257,-122.891184
117.7,2791,202,200,3,Clarke,502 Smith Ave 100,691 North Rd 909,49.259442,-122.893060,49.259982,-122.892583
117.5,5701,17,16,1,Austin,1001 Austin Ave,1001 Austin Ave 206,49.249045,-122.866919,49.249353,-122.867611
117.5,5137,1,0,1,McTavish,3318 McTavish Crt,3318 McTavish Crt,49.298928,-122.770714,49.298628,-122.769946
117.5,5122,1,0,1,Pipeline,1420 Pipeline Rd,1420 Pipeline Rd,49.300835,-122.776785,49.300684,-122.777626
117.4,337,1,1,1,Glen,2865 Glen Dr 56,2865 Glen Dr 56,49.282748,-122.803658,49.283684,-122.803654
117.4,338,1,1,1,Glen,2865 Glen Dr 71,2865 Glen Dr 71,49.282743,-122.802423,49.283700,-122.802560
117.4,4352,1,0,1,Dollar,1330 Dollar Cres,1330 Dollar Cres,49.292951,-122.736065,49.292799,-122.736911
117.3,2660,1,0,1,Starlight,2957 Starlight Way,2957 Starlight Way,49.261252,-122.809804,49.260835,-122.809067
117.3,1452,1,0,1,Dormel,1458 Dormel Crt,1458 Dormel Crt,49.302655,-122.773981,49.302503,-122.775033
117.1,4053,1,0,1,Glacier,58 Glacier St,58 Glacier St,49.228800,-122.817434,49.228409,-122.818360
117.0,6606,1,0,1,Fraser Mills,1097 Fraser Mills Dr,1097 Fraser Mills Dr,49.226827,-122.861564,49.227019,-122.860743
116.9,3899,67,66,1,Howie,1200 Howie Ave,1200 Howie Ave 323,49.250526,-122.859552,49.250260,-122.858818
116.9,5350,1,0,1,North,675 North Rd,675 North Rd,49.257616,-122.893010,49.257848,-122.892384
